Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158.19,31995012468.83,33881392045.45,30657030223.39,28607921928.82,25544128199.00,27884615384.62,30698633109.13,27249786142.00,35976714100.91,38270206950.41,34110064452.16,20481889763.78,26265625000.00,33122307692.31,47334148578.42,54961936662.61,67516236337.72,87140405361.23,63028320702.03,74773444900.54,34699395523.61,81873662518.82,65502870173.78,41142722414.34,29274816453.79,32257171354.08,50984362478.50
St. Lucia,LCA,,,,,,,,,,,,,,,,,,87350297.04,102094121.48,123935513.70,146341385.93,167970095.93,182754001.11,197228760.37,217663028.15,241273008.15,289689704.44,319998986.67,366541091.11,415518112.22,483962430.74,513753818.15,566894748.52,574870405.19,600005564.44,640449501.48,662196185.19,676949593.70,737554871.85,775934812.59,784159228.70,743808076.02,748346605.93,823837141.10,893107210.79,951207366.04,1134193629.63,1277494148.15,1282215407.41,1262973407.41,1381968259.26,1437684814.81,1436803333.33,1489928888.89,1551921037.04,1649142629.63,1667078703.70,1712306555.56
Latin America & Caribbean,LCN,81167706328.90,86252296278.80,99286477143.80,99922398932.67,110956683636.92,119312903212.33,130924455689.11,134112736450.26,144422092280.81,161826737424.54,175946598614.41,196852246518.94,221338077292.84,289792512232.53,376230640009.40,394654838796.78,438754565390.10,482828801019.21,547754001976.31,653026194706.57,774256514287.70,891745759704.77,833955215858.95,740113942328.72,729727064659.47,751510581786.19,764789811135.44,804304137480.27,919541688920.04,1006544975536.67,1170487297728.34,1440075451474.16,1358301448866.22,1562054413092.35,1797860274937.73,1916416781458.34,2074553232613.34,2277065003131.21,2297214579123.53,2072560292030.00,2287147799918.29,2237489265850.16,2007554359341.32,2050862255942.79,2363196686484.87,2858514895997.23,3349188405527.25,3945134128213.63,4584233320999.89,4306894981162.41,5340986877008.96,6073300034780.13,6134230329295.01,6283950806813.61,6404663412438.65,5504776411963.11,5360659105919.66,5954671133086.38
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,115326704090.32,116662300749.92,116132482520.75,108845128653.25,108209746176.90,120917492838.16,130896018779.32,143656397077.80,147959144639.97,151189096109.26,156900018586.60,158189019773.40,143098961604.68,142685093622.69,133068586801.76,151655620910.49,166925549921.98,176671182557.71,177723460003.89,179727836362.72,203940727491.72,194102537448.66,209534777347.02,237210600220.67,272973081494.54,320116330490.54,376778620201.17,458485011453.28,571465171245.08,582962413224.45,661534508039.74,757956474535.48,805121908439.36,874604129382.35,944663662255.26,928337701072.22,929671974133.33,1062642922681.00
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,100584931812.74,101593413421.73,107390756631.90,105477845241.65,114493045917.73,118014603637.39,106779247167.72,105422055734.18,86896752623.50,98940228998.53,112283840361.59,117126322273.83,118778834321.83,120819960069.13,141048127918.87,133035003030.48,142496025380.56,154736984332.67,177432242316.62,205513031459.98,231980476082.57,276755983018.93,336094165812.67,352981055214.13,384820500564.60,436772411253.33,473081979379.35,516218637744.24,554429344381.76,530149517198.93,501779518531.24,549653601217.71
Liechtenstein,LIE,,,,,,,,,,,90098330.67,104888628.17,124941925.01,165930611.73,193983720.46,246387479.18,272493879.02,303496276.26,436918176.73,503180669.99,534701915.62,511658690.56,522090331.48,524034109.86,502617355.41,529078995.56,779365167.60,1052843347.64,1161757671.02,1120000916.93,1421466239.56,1484152022.32,1631197909.26,1673104493.77,1948118227.68,2428461395.35,2504033252.43,2298410390.68,2479721340.87,2664026095.06,2483953102.79,2491822706.80,2688630822.53,3070691319.52,3454362685.97,3659251525.86,4000239272.61,4601299566.81,5081432924.01,4504549214.23,5082366478.09,5739977477.48,5456009384.66,6391735893.84,6657170923.38,6289165409.56,,
Sri Lanka,LKA,1409873949.58,1444327731.09,1434156378.60,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000.00,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.50,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.30,24405791044.78,28267410542.52,32351184234.32,40715240468.94,42067974595.44,56728002830.36,65289915890.39,68436230407.52,74294206490.59,79359306575.52,80554807486.39,81788375089.98,87174682200.43
Lower middle income,LMC,,,,,,132187303251.76,119366791369.18,127192432190.01,136309684134.42,151835382967.31,167584421374.72,173881841303.12,184268588534.05,219933580534.15,281335392865.53,310911278407.96,335903399539.82,385073529567.92,430432868234.21,491595545788.66,610584939850.01,641230577486.47,646074421425.55,628339322302.33,625405536006.06,663019358725.54,696754906917.20,771282430626.05,807490548813.61,821666017819.74,880288706165.55,840336504081.86,880596683435.19,891170470315.86,973252879225.63,1093480295922.95,1198972668987.44,1235695864359.54,1109013341862.10,1206317206689.98,1271162681568.72,1281472660972.91,1376397422135.05,1583977463321.46,1812251016985.91,2091228346354.08,2493268639080.39,3074618852196.26,3451889588377.23,3542299023533.36,4491457798285.15,5085109021677.27,5328244735636.70,5551655355159.18,5840971356255.32,5788817724236.97,6036798782954.65,6504155258937.75
Low & middle income,LMY,293520334082.71,282817604610.52,295618877934.64,328863841332.50,358339286266.41,396032660547.16,411125282444.02,428654524589.18,452369143534.50,503610447217.45,554832287644.72,599755046374.49,673652749490.82,841159090551.60,1068733714345.53,1217402996109.93,1324745475861.81,1492052211741.07,1623394643096.36,1930972843609.93,2257733741346.74,2431248403679.10,2409060562551.24,2338591493055.52,2406166589544.20,2530710762888.60,2623796596906.52,2702355258781.85,2919738498398.85,3169551295641.34,3512119252267.66,3702789992698.91,3618452791190.83,3859692031236.79,4187485753993.51,4714778119109.75,5162147924316.49,5461529489980.93,5281256130615.62,5160047083037.10,5661660316309.36,5740552835233.25,6029314232198.94,6780397208539.95,8032162383298.49,9573112620139.85,11381825177840.20,14122197143973.30,16946313033280.40,16574576011098.20,20241819996730.10,23893758917864.30,25510297321131.20,27052759452828.60,28098670449772.50,26534605934364.00,26663561044210.50,29236806913808.00
Lesotho,LSO,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.10,65966680.67,68738625.23,76482102.91,80915831.92,121181556.20,150846210.45,149560513.86,147654093.84,193307267.71,266559337.63,290142517.81,431561376.48,434188034.19,348746822.62,386699308.86,333158476.24,268626912.55,318862888.40,402774852.65,470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.60,1001889856.91,946123275.88,997996028.65,928458205.96,912771290.61,887295267.88,825706961.24,775780697.68,1157832934.55,1511236655.52,1682350934.85,1800105589.60,1820811281.12,1870722800.56,1865963014.98,2385950663.83,2788022889.09,2678494689.40,2526020566.37,2614576996.40,2505879959.51,2291319971.84,2639386291.43
Late-demographic dividend,LTE,170998820119.15,157914640618.38,165691193342.39,179562306674.92,198124068173.13,221008386086.89,245398101974.10,247743033209.56,253091948293.75,282865572058.05,321382122775.80,357857818079.49,410678118691.95,521703723719.35,614370710272.02,675086563303.02,736574244775.79,854934475211.48,890806411012.68,1064389781640.91,1206595680248.29,1279090886728.68,1308718633214.50,1210860890221.60,1274985119001.26,1362639021304.11,1449385258651.16,1527991321835.01,1683118852073.92,1907221895047.44,2027190670324.93,2230241190357.22,2079858821296.91,2156449483598.16,2469344757450.01,3017040050223.25,3326385557815.45,3482538433821.93,3352802893092.74,3097727647301.00,3402537908849.18,3516602629308.31,3724547882604.63,4246980111207.79,5105469775390.56,6163853200909.83,7438923158716.54,9372771176853.24,11652985617227.70,11265079521162.70,13514622752505.80,16481153458684.70,17631925299754.10,19013144237507.70,19700001139782.10,18464411762339.50,18467589315232.10,20452879964143.30
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782260.52,8385109020.28,10120274492.88,11240360897.71,10972878636.17,11539211480.36,12252498921.02,14278357283.74,18802576988.16,22649930576.25,26125575942.28,30216060233.40,39738180076.63,47850551148.84,37440673477.90,37120517693.86,43476873412.80,42848195256.21,46417340374.52,48516371720.83,41508609232.78,42773029835.32,47168303744.13
Luxembourg,LUX,703925705.94,704145671.35,741509480.80,791140595.77,903158753.94,921600736.30,968440149.47,974721762.54,1066447130.82,1234878980.50,1509155062.53,1572310771.77,1968733021.72,2701874663.63,3295861019.06,3233431611.28,3544268025.08,3922895891.95,4884869091.84,5711457760.04,6232005655.95,5231808670.14,4764549532.05,4683697830.37,4594891580.56,4738559684.76,6921264132.20,8614215559.16,9750161053.21,10391504709.25,13229247947.85,14321878795.04,16065740777.92,16486900186.57,18325791415.48,21588170498.08,21776609771.99,19731912494.36,20209122027.12,22235929043.26,21263514833.24,21272418791.95,23616328816.11,29557325056.43,34685281847.53,37347394602.66,42414308116.92,50888134410.07,55849686538.74,51370543206.45,53212476812.30,60004630234.41,56677961787.07,61739352212.30,66327344188.89,57784495265.44,58631324559.45,62404461274.66
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788368511.12,5970044665.65,6525676264.21,7174985106.64,7533187605.09,7937758980.30,8350252966.20,9546441564.35,11748433157.05,14373269155.72,16922504044.80,21447021570.10,30901399261.39,35596016664.23,26169854045.04,23757368290.10,28223552824.75,28119996053.25,30254677296.92,31335013751.54,26972863393.64,27571513793.40,30264454641.80
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1130457130.01,1121486562.53,1292281653.68,1348827324.10,1517496131.38,1941246972.46,2269233639.28,2683254708.17,3220920084.78,3735117374.41,4879018601.91,5625533410.31,6265844252.10,6996034037.00,7122539666.60,7211264780.01,6742367273.27,6490571703.85,6720492405.84,6811227982.82,7322677820.10,8195033162.12,10585624890.93,12092222041.92,14789661809.18,18340447243.00,20917444919.64,21475520709.39,28123640998.73,36709860068.34,43031577366.43,51552075901.52,55347998647.82,45361678146.52,45310877912.72,50361201096.44
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2037150716.33,2025689536.61,2379606422.29,2657247327.34,2798339768.80,2948325264.30,2876395613.08,3046339294.54,3271415868.00,3651615453.02,3956328426.04,4356633663.37,5074117544.77,6242177798.34,7675408485.51,8984824182.60,9584323309.12,11049896742.39,13236854105.17,15912133569.29,21728770055.38,17788171722.44,17692341358.13,16251460689.33,14824728528.46,14991283215.74,19462175321.82,21765261041.73,25705296183.50,26314220188.03,30180108561.93,32285388165.30,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161452678.44,39147844526.08,41806219378.62,41632027599.85,38857251336.34,39459581217.38,42236836820.62,52064058833.97,59626020162.38,62343022650.87,68640825480.92,79041294874.46,92507257783.57,92897320375.82,93216746661.60,101370474295.11,98266306615.36,106825649872.11,109881398474.95,100593283696.73,103606321692.58,109139484007.43
Monaco,MCO,,,,,,,,,,,293073868.02,327651487.96,402460333.24,523552815.12,563939670.70,711922994.23,735339911.94,811250927.39,1000535735.39,1209898293.46,1378130995.66,1205166025.52,1143229071.78,1092551781.01,1037314956.25,1082851076.52,1515209588.24,1839095595.26,2000674667.08,2010116851.20,2481316053.85,2480497547.85,2737066955.91,2574439973.17,2720297738.94,3130270918.79,3137848783.08,2840182191.77,2934578788.86,2906009307.67,2647883820.19,2671401082.76,2905973022.17,3588988600.70,4110348444.49,4280072625.98,4663488363.10,5974371695.95,6919241412.09,5557245122.32,5350674803.34,6074884388.59,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752975841.36,1695130456.52,1930071406.93,1639497206.70,1170785047.79,1288429150.51,1480656884.38,1661818168.42,1980901553.51,2598231467.44,2988338439.32,3408272498.12,4401154128.12,6054806100.85,5439422031.40,5811604051.97,7015206498.22,7284686576.28,7985349731.46,7983271110.60,6512899540.35,6795741776.17,8128493432.08
Madagascar,MDG,673081724.08,699161943.86,739286906.85,759345862.97,802482182.92,833563472.16,900264583.69,956436931.14,1031669636.36,1056391054.54,1111859569.77,1199507629.99,1341590681.59,1653062347.36,1917508190.05,2283049233.29,2181844193.93,2358930406.43,2669755115.51,3463565881.42,4042139901.37,3594868208.42,3526198070.10,3511573991.90,2939485471.50,2857889712.48,3258288890.59,2565634382.29,2442507588.38,2498059014.77,3081479800.29,2653141958.53,3024459564.32,3370842210.91,2977040722.47,3159901231.97,3995028592.79,3545776697.12,3738704467.52,3717515282.53,3877673539.09,4529575347.57,4397254607.61,5474030080.24,4363934494.37,5039293030.82,5515884348.55,7342923489.10,9413002920.97,8550363974.79,8729936135.74,9892702357.57,9919780071.29,10601690871.76,10673516672.67,9744243531.20,10001193315.20,11499803806.57
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.10,127154929.58,141902097.90,141268980.48,168610478.36,189535398.23,215089005.24,244468292.68,284853358.56,322326642.34,355884383.09,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870179738.56,897031250.00,1052121054.69,1226829562.50,1163362437.50,1575200390.63,1868383460.94,2271646187.50,2345294875.00,2588176054.69,2774351760.03,2886170571.70,3295011381.75,3697351596.84,4006531188.38,4222767412.65,4597083303.51
Middle East & North Africa,MEA,,,,,,,,,32586297227.32,36371198585.38,41227576068.12,47597134238.76,58116157774.98,78285561908.77,142606583459.75,155733037932.11,193631819633.64,224607891413.24,238460801845.76,311636353289.50,402259933433.64,415785722204.26,414120115656.40,420672729789.88,426299154427.55,432621178683.66,442663691396.03,410982044117.95,408437620402.59,420562206567.30,550751246591.60,553767771316.05,603219247532.97,607326939580.02,633582540385.87,708379524753.61,802282728447.58,832397301064.95,808690102587.93,866215980235.90,966685046478.95,970615931120.01,966820093048.20,1089098416129.60,1271214902549.40,1530143773484.48,1790939429141.46,2123322295847.05,2647704729411.94,2368231329944.26,2767867931548.18,3282148441526.90,3575071654292.93,3552428411214.71,3566763468131.32,3141396548651.28,3142484003145.08,3265746599469.31
Mexico,MEX,13040000000.00,14160000000.00,15200000000.00,16960000000.00,20080000000.00,21840000000.00,24320000000.00,26560000000.00,29360000000.00,32480000000.00,35520000000.00,39200000000.00,45200000000.00,55280000000.00,72000000000.00,88000000000.00,89025974025.97,81814159292.04,102500000000.00,134561403508.77,194347826086.96,250081632653.06,173723404255.32,148867610324.73,175631704410.01,184472557415.34,129440993788.82,140263387026.56,183144164357.05,222977046516.35,262709948090.74,314454015372.38,363609163462.47,500736065605.34,527813238126.28,360073909243.86,410975595310.16,500413483109.18,526502129378.28,600232874042.93,707906744574.64,756706300589.79,772106378935.38,729336319677.45,782240601984.76,877476221382.10,975387131716.09,1052696282278.87,1109989038338.86,900045362045.36,1057801282051.28,1180489563964.49,1201090018603.59,1274443078609.46,1314385330073.35,1169622672463.29,1076912039691.17,1149918794765.73
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,31020000.00,34918000.00,41749000.00,45144000.00,43879000.00,55989000.00,62983000.00,70688000.00,72798000.00,78476000.00,82507000.00,91063000.00,99461000.00,108071000.00,120230000.00,110858000.00,106289100.00,108702100.00,107978900.00,110937700.00,115152100.00,124735100.00,126887600.00,131334600.00,137928600.00,143930000.00,150776500.00,152788700.00,152617500.00,164969100.00,173260300.00,185210500.00,190800800.00,183121300.00,179697900.00,194497900.00,199399247.08
Middle income,MIC,278055346536.56,267255155484.68,278488437332.64,307648348383.23,340681387764.15,375143329002.88,388620066609.75,406612262503.24,429306620709.60,477435406923.98,527565909618.18,569540070302.71,639922877516.13,801179214302.05,1019264866738.01,1159558379558.47,1265563679955.92,1425383606103.84,1546640877229.30,1846213756026.14,2163864275728.34,2336177111890.26,2309899555131.88,2242993371811.74,2316129773723.13,2439445883493.08,2527370248356.93,2604875342487.28,2816488831561.81,3067750885623.53,3401169006255.39,3588229266745.60,3514415719629.03,3756606245073.06,4100758496755.99,4616123838130.36,5050533348377.29,5344960913529.66,5163513569717.40,5040668888299.54,5522957996981.42,5608977649651.31,5888556745096.44,6627206396728.01,7856125990863.01,9368795237403.51,11150295461142.20,13845130470116.20,16610742666335.70,16227554245823.10,19853890540908.70,23450375132205.30,25031518436630.70,26533427022753.10,27544454671393.80,26005806125663.30,26157827164876.70,28682698960994.90
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828621.91,4694744897.96,2316618542.53,2550195043.10,3381270207.85,4449375346.46,4422160017.54,3735312142.57,3571043102.56,3673288263.62,3772851420.25,3709637829.95,4018365247.44,4946292774.79,5682719260.08,6258600713.83,6861222331.96,8336478142.09,9909548410.83,9401731495.72,9407168702.43,10494632699.39,9745251126.01,10817712138.95,11362272837.88,10051659161.17,10745787406.45,11337827331.68
Mali,MLI,,,,,,,,275494520.14,343771964.66,339913833.10,359772363.26,430096738.37,486617332.39,563683660.31,538747268.33,830710615.18,939227993.66,1049838492.56,1222702356.11,1595423285.65,1759690811.61,1538972158.18,1333754034.23,1297765448.50,1232932008.14,1392195933.34,1852163474.55,2090629722.64,2169040741.56,2181821902.44,2681912030.49,2724131545.17,2830673388.82,2818280876.08,2081846482.75,2706425298.37,2780422212.27,2697105694.08,2920358586.75,3439463140.36,2954129565.83,3465305993.48,3889758023.74,4703504466.53,5444474268.42,6245031690.07,6899799785.84,8145694631.88,9750822511.48,10181021770.43,10678749467.47,12978107560.60,12442747897.22,13246412031.41,14388360064.12,13100058099.80,14034980333.66,15288163367.26
Malta,MLT,,,,,,,,,,,250721821.55,264579879.78,295118249.32,345602025.38,376094108.48,474620439.58,527936988.79,625573345.53,793675169.88,1001300838.32,1250242107.88,1243469360.57,1234518125.00,1165771369.01,1101828568.77,1117835285.51,1435079200.35,1751247763.42,2019474244.19,2118574772.11,2547163582.33,2750041434.26,3021910216.72,2709178326.78,2998570146.54,3439931906.61,3570271557.88,3705372038.71,3923637971.05,4127313818.34,4306192435.82,4331870647.72,4689832689.83,5456583589.39,6062780269.06,6394851386.64,6757119558.40,7880509170.54,8977149553.24,8528202278.41,8741059602.65,9507645259.94,9209559295.90,10145114179.50,11234045376.14,10574026838.19,11279535398.23,12537750732.48
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905066163.59,6477790688.23,6777632512.08,10467109977.67,10567354056.40,11986972418.51,14502553709.83,20182477480.55,31862554101.94,36906181380.81,49540813342.48,59977326085.99,59937797559.33,60269734044.53,65446402659.17,59687373958.26,63225097051.26,69322122755.85
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291244570793.02,298672880822.41,340550304360.12,395320600465.87,405762308173.54,411569941245.34,435303108536.14,451180870909.14,467355993191.65,453678358083.98,511780801926.39,592919911444.82,698419820703.85,811375431672.30,1002832284121.99,1235366170569.32,1195903054603.52,1383517141781.51,1568522347333.56,1728262060498.28,1623203517357.34,1597411125089.81,1435241663214.56,1444678670901.96,1431747940489.40
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.36,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721904403.46,3680710375.03,4545674527.61,4159330369.55,4139192052.98,4538198498.75,4087724527.82,4464261816.25,4587926230.60,4052913385.83,4374130530.97,4774086094.21
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099100.00,2552401933.33,2725736633.33,2098734600.00,2186505475.00,2896178866.67,3020611600.00,3204461566.67,3576966800.00,2560785660.00,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440248.98,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.10,2523471532.01,3414055566.11,4234999823.31,5623216448.87,4583850367.89,7189481824.07,10409797649.31,12292770631.20,12582122604.19,12226514722.09,11749620619.60,11183458130.81,11488046881.04
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,733000000.00,751000000.00,784000000.00,845000000.00,933000000.00,1242000000.00,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,3526287037.04,3537099150.14,3612171957.67,3236430348.26,3376172169.81,4456240740.74,5247193069.31,2354117303.06,2093571673.66,2314159887.23,2512079324.08,3263761937.96,2291175764.66,2394823061.93,2460670287.74,2521738759.59,3523842274.90,4227273069.06,4873242526.06,5302532113.25,5016469068.51,4766928746.69,5031510908.86,5597367853.40,6831808930.40,7723846194.87,8312078525.09,9366742309.49,11494837053.41,10911698208.10,10154238250.18,13131168011.81,14534278446.31,16018848990.67,16961117243.49,14798399862.44,11014862241.73,12333859926.28
Mauritania,MRT,92609222.69,107726181.22,111148585.59,113797356.81,151897168.11,172767213.29,180340653.82,191221777.80,210695183.76,199643444.57,209348253.61,227051054.99,265009395.15,333731874.38,414772351.88,475916514.75,524407931.94,540635389.59,544424605.05,644070364.89,709041452.22,747994681.88,750214410.72,788371855.94,726937320.85,683193885.00,802890746.89,909820553.40,957377507.48,981529400.53,1019600770.60,1443688869.96,1464392416.15,1249944999.42,1315932644.95,1415296704.12,1442598431.01,1401946853.21,1375115534.07,1405662878.85,1293654175.21,1295539448.36,1324426606.62,1563074859.52,1833444740.38,2184445123.18,3040716679.08,3356757064.46,3978425880.66,3670515287.99,4343665075.38,5179690135.80,5225533499.83,5724227185.18,5391475277.24,4844223106.95,4739298311.39,5024705934.34
Mauritius,MUS,,,,,,,,,,,,,,,,,706991274.41,827094668.02,1019630847.11,1216229419.32,1136543003.27,1147192916.69,1082939379.17,1094857357.64,1044928624.74,1080642033.35,1469046114.77,1888754655.15,2143484487.67,2191096860.29,2653480001.35,2856890680.60,3224267547.81,3263368410.02,3558137040.38,4040345933.29,4421943910.50,4187367601.73,4169664285.39,4291172815.63,4582555124.65,4536538210.67,4767303154.00,5609831328.06,6385695187.01,6283803256.01,7028803365.70,8150138757.16,9990370016.31,9128843109.16,10003670690.35,11518393367.24,11668685524.13,12129642296.44,12803445933.59,11692287066.38,12232463655.57,13338147523.01
Malawi,MWI,162956740.87,174576508.47,183116337.67,190816183.68,194736105.28,229455410.89,260394792.10,269814968.24,245169806.79,265810632.43,290531621.26,365386929.84,406062874.25,444281703.89,548621017.59,613220652.93,670317634.17,806290840.62,949034016.83,1058269065.98,1237655461.15,1237685691.95,1180104216.01,1223186840.31,1208008985.43,1131347798.27,1183654827.79,1183094127.77,1379924257.21,1590215582.53,1880771556.30,2203545856.67,1799517081.56,2070636935.59,1181802596.03,1397457932.31,2281034131.36,2663234933.90,1750584265.29,1775921718.11,1743506531.33,1716502862.30,3495748397.63,3208837077.25,3476094498.88,3655909664.14,3997852636.25,4432192843.59,5320925102.29,6190991712.12,6959697194.02,8003300198.30,6028470988.54,5518901971.40,6054750320.33,6373201160.03,5433038646.52,6303277590.80
Malaysia,MYS,1916241996.60,1901868548.28,2001502678.69,2510126747.68,2674441395.53,2956356984.19,3143538481.64,3188945511.56,3330393309.81,3664575983.27,3864170913.37,4244340333.52,5043268548.73,7662996766.67,9496074114.08,9298800799.47,11050125904.94,13139397879.17,16358376511.23,21213672089.20,24488033442.05,25004557093.88,26804401815.53,30346788437.51,33943505717.70,31200161095.45,27734562640.43,32181695507.22,35271880250.50,38848567631.42,44024178343.01,49142784405.00,59167157497.94,66894448545.12,74477975918.31,88704944178.63,100854996422.61,100005323301.87,72167753770.89,79148947368.42,93789736842.11,92783947368.42,100845263157.90,110202368421.05,124749736842.11,143534102611.50,162690965596.21,193547824063.30,230813597937.53,202257586267.56,255016609232.87,297951960784.31,314443149443.15,323277158906.98,338061963396.38,296434003328.64,296535930381.12,314500279043.81
North America,NAC,584477920198.99,604157219440.40,647173002027.41,683353535761.53,734790505460.86,797723909391.13,875492805408.94,926623934246.80,1013409031841.72,1097952410241.71,1163966395224.42,1267253061477.52,1395767220992.02,1560140359214.08,1709546297648.26,1863102029787.65,2084548864401.62,2298010156934.65,2575679667449.81,2875732302185.42,3136972126345.01,3517909963656.99,3659283025119.14,3979574111781.89,4397051258071.62,4712529999482.75,4968766427343.98,5302830242049.45,5761398451214.26,6224250243275.25,6575110950908.47,6786006083611.19,7133366589284.92,7457709121892.44,7888761439501.61,8270122373385.40,8731442777972.13,9264273191726.28,9724112027406.81,10340031087640.90,11030552667252.60,11361884260892.60,11739401906646.50,12407237511367.90,13302608706074.60,14267952115864.70,15176717496461.20,15948507238205.80,16273823136997.20,15795698382986.40,16583580836811.10,17312124677047.80,17985081294447.60,18539718715830.20,19232659728993.00,19686255793552.80,20166305457752.00,21049975179140.20
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2434884951.21,2259179124.89,2128089611.35,2308102953.06,1960567071.10,1615776820.57,1816754048.14,2310454960.71,2506554607.43,2547340984.48,2804379662.20,3012742078.01,3448326858.35,3218475900.48,3636645995.27,3942478205.73,3945340776.41,4102648719.62,3826527630.56,3818954447.99,3908661517.62,3546783708.13,3361251197.74,4931312147.21,6606858786.01,7261333794.60,7978734401.54,8740865600.25,8486721916.91,8876191120.76,11282192605.04,12409629835.70,13016272898.90,12717790504.50,12786078008.24,11769045771.97,11309232187.53,13244597345.43
New Caledonia,NCL,,,,,,159594493.55,164206537.56,180036768.87,215507164.03,263108834.54,358815681.90,413634335.27,505892512.86,542294864.81,637400199.11,816647865.83,798310509.65,837616756.53,846007597.72,1047225130.24,1182457142.61,972563810.23,904619629.80,823832940.45,796018978.47,854823821.72,1201262517.88,1488113532.29,2072735787.32,2185072798.33,2529310103.84,2653781596.46,2923764926.40,3070161471.04,3038727617.04,3628440274.67,3606968433.93,3291489840.57,3158806480.26,3056999988.09,2682347064.36,,,,,,,,,,,,,,,,,
Niger,NER,449526872.57,485785234.94,531736492.91,586294761.49,582816358.35,673383604.24,702296184.36,665586975.09,641214210.67,625867922.68,649916708.24,693573595.32,742779740.39,946385033.01,1026136974.48,1048690933.21,1064517574.56,1291457973.13,1774365275.18,2109278101.99,2508524186.43,2170893038.90,2017611927.40,1803099731.54,1461243212.43,1440581533.76,1904097020.29,2233005822.59,2280356338.23,2179567107.50,2480673194.99,2327986215.86,2344987614.27,1606581743.78,1563207224.65,1880803361.69,1987770898.54,1845599608.44,2076737356.68,2018193703.06,1798374468.36,1945327564.65,2170481508.87,2731416346.48,3052898739.47,3405134831.85,3646728060.06,4291363390.91,5403363917.31,5397121856.35,5718589799.24,6409169889.51,6942209336.19,7667949382.35,8229732168.34,7251323996.06,7606749314.04,8119732792.52
