"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"2089",38,"M","Hispanic","25 - 45","Low","Male",1,-1,2,0,0,"2013-05-27 06:31:39","2013-09-30 12:05:07"
"2090",47,"M","Caucasian","Greater than 45","Low","Female",0,-3,1,0,0,"2013-07-26 04:10:44","2013-07-26 06:52:48"
"2091",22,"F","Caucasian","Less than 25","Medium","Male",1,-11,5,1,0,"2013-06-24 09:31:14","2013-07-03 09:11:19"
"2092",65,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-05-07 02:20:22","2013-05-08 03:00:01"
"2093",22,"M","African-American","Less than 25","Low","Female",0,-1,4,0,0,"2013-08-23 05:49:07","2013-08-24 08:38:31"
"2094",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2013-04-01 04:50:00","2013-04-01 06:11:43"
"2095",38,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0,"2013-11-02 06:52:51","2013-11-03 04:33:47"
"2096",49,"F","Hispanic","Greater than 45","Low","Male",0,-3,1,0,0,"2013-04-26 11:44:31","2013-04-27 01:18:43"
"2097",34,"F","African-American","25 - 45","Low","Male",5,-1,2,0,0,"2014-02-15 05:36:32","2014-02-19 07:34:06"
"2098",21,"F","African-American","Less than 25","High","Male",1,-1,9,0,0,"2014-01-27 07:40:16","2014-01-28 01:36:11"
"2099",46,"F","African-American","Greater than 45","Low","Male",9,-1,2,0,0,"2013-10-23 11:12:17","2013-10-28 12:40:39"
"2100",57,"M","Caucasian","Greater than 45","Low","Male",1,-1,3,0,0,"2013-05-02 02:18:14","2013-05-03 07:15:08"
"2101",40,"F","African-American","25 - 45","Low","Male",21,-1,3,0,0,"2013-05-22 07:09:03","2013-06-21 05:30:00"
"2102",30,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-03-15 11:21:37","2013-03-16 07:55:41"
"2103",21,"M","Caucasian","Less than 25","Medium","Male",4,-1,6,1,1,"2013-12-16 03:44:25","2014-01-18 05:14:41"
"2104",39,"F","African-American","25 - 45","Low","Female",22,-1,3,1,1,"2014-02-08 09:20:45","2014-02-12 09:20:16"
"2105",24,"F","African-American","Less than 25","Low","Male",0,0,4,0,0,"2013-03-22 12:42:13","2013-03-22 01:31:13"
"2106",45,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-10-19 05:10:30","2013-10-20 08:38:16"
"2107",51,"F","African-American","Greater than 45","Low","Male",3,-18,2,0,0,"2013-08-22 02:08:31","2013-08-24 05:03:08"
"2108",27,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-05-07 11:30:29","2013-05-09 04:30:45"
"2109",32,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0,"2014-01-16 11:12:39","2014-01-17 09:32:03"
"2110",49,"M","Caucasian","Greater than 45","Low","Male",0,-3,1,0,0,"2013-08-23 11:31:53","2013-08-24 02:16:48"
"2111",29,"F","African-American","25 - 45","Low","Male",2,-1,2,0,0,"2013-08-18 07:04:42","2013-09-14 08:47:48"
"2112",30,"M","Asian","25 - 45","Low","Male",6,-1,2,1,0,"2013-02-15 04:08:23","2013-02-16 01:20:46"
"2113",30,"M","Caucasian","25 - 45","Medium","Male",0,0,5,0,0,"2013-01-19 02:18:46","2013-03-16 11:21:32"
"2114",33,"F","African-American","25 - 45","Low","Male",4,0,2,0,0,"2013-09-25 12:23:32","2013-09-25 08:09:19"
"2115",28,"M","African-American","25 - 45","Low","Male",1,-1,3,0,0,"2013-08-18 07:25:24","2013-08-19 09:01:42"
"2116",29,"F","African-American","25 - 45","High","Male",1,-1,8,0,0,"2013-03-21 05:39:06","2013-05-01 02:42:24"
"2117",38,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-15 11:22:26","2014-03-16 08:27:01"
"2118",37,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2014-03-24 09:41:54","2014-03-25 08:54:16"
"2119",30,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,0,"2013-02-24 04:24:51","2013-02-24 06:38:51"
"2120",51,"F","African-American","Greater than 45","Low","Male",19,-1,4,0,0,"2013-04-08 06:47:45","2013-04-21 11:55:21"
"2121",65,"M","African-American","Greater than 45","Low","Male",7,-1,1,0,0,"2013-10-23 04:20:47","2013-10-24 02:07:45"
"2122",32,"M","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-12-15 05:33:45","2013-12-16 01:04:00"
"2123",35,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0,"2013-01-16 11:55:37","2013-01-17 07:15:00"
"2124",57,"F","Caucasian","Greater than 45","Low","Male",1,-26,1,0,0,"2013-05-17 10:57:12","2013-05-18 04:35:45"
"2125",26,"F","Caucasian","25 - 45","Low","Male",1,0,3,0,0,"2013-01-24 12:37:35","2013-01-24 10:48:46"
"2126",36,"M","African-American","25 - 45","Low","Female",4,-1,3,1,1,"2014-05-05 07:23:18","2014-05-07 03:34:51"
"2127",35,"F","Caucasian","25 - 45","Low","Male",3,-1,3,1,1,"2014-12-11 04:17:47","2014-12-12 08:48:06"
"2128",33,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-12 03:14:03","2013-12-13 01:14:04"
"2129",47,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-05-05 04:15:36","2013-05-06 12:09:26"
"2130",53,"M","Hispanic","Greater than 45","Low","Female",0,-1,1,0,0,"2013-08-23 05:20:55","2013-08-24 02:07:54"
"2131",36,"F","African-American","25 - 45","Low","Female",1,-1,2,1,1,"2014-04-29 07:18:20","2014-04-30 01:35:33"
"2132",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0,"2013-12-25 01:14:05","2013-12-26 01:09:50"
"2133",52,"F","Hispanic","Greater than 45","Medium","Male",10,0,7,0,0,"2013-03-20 02:15:51","2013-08-16 04:04:46"
"2134",45,"M","African-American","Greater than 45","Low","Male",20,-1,2,1,0,"2013-02-04 07:35:17","2013-03-23 05:13:19"
"2135",42,"M","African-American","25 - 45","Low","Male",10,-1,1,1,1,"2014-05-26 11:28:58","2014-05-27 08:41:35"
"2136",49,"F","African-American","Greater than 45","Low","Male",4,-26,1,0,0,"2013-09-20 05:43:27","2013-09-21 09:04:42"
"2137",40,"M","Caucasian","25 - 45","High","Male",0,-1,10,1,1,"2014-11-19 03:55:33","2014-12-19 01:16:35"
"2138",23,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-03-18 09:03:00","2013-03-20 10:13:45"
"2139",31,"M","Caucasian","25 - 45","Low","Male",3,0,4,0,0,"2014-01-21 01:48:08","2014-01-21 08:50:46"
"2140",28,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-12-19 03:23:34","2013-12-20 02:03:00"
"2141",45,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-03-04 04:31:18","2013-04-10 05:02:33"
"2142",39,"F","African-American","25 - 45","Medium","Male",7,0,6,1,1,"2013-03-31 02:37:57","2013-03-31 06:29:12"
"2143",24,"F","African-American","Less than 25","Low","Male",1,-1,4,0,0,"2014-01-02 08:32:23","2014-01-03 01:34:37"
"2144",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-06-06 02:04:55","2013-06-07 04:35:36"
"2145",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0,"2013-01-10 04:27:00","2013-01-12 05:11:50"
"2146",34,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,0,"2013-08-18 04:06:40","2013-08-19 06:27:43"
"2147",34,"M","Hispanic","25 - 45","Low","Male",3,-6,2,0,0,"2013-07-17 03:59:03","2013-07-22 09:39:53"
"2148",29,"M","African-American","25 - 45","Low","Male",0,0,3,0,0,"2013-04-13 07:45:58","2013-04-14 07:39:52"
"2149",55,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,0,"2013-04-18 08:53:43","2013-04-19 07:50:03"
"2150",26,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2013-02-22 06:44:05","2013-02-23 08:31:02"
"2151",24,"F","African-American","Less than 25","Medium","Male",1,0,7,0,0,"2014-01-11 04:54:38","2014-01-11 07:57:07"
"2152",29,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-02-16 04:44:47","2013-02-17 01:53:27"
"2153",31,"M","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-07-24 02:09:40","2013-07-24 07:18:14"
"2154",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,0,"2013-01-29 07:52:58","2013-01-30 01:21:46"
"2155",54,"F","Caucasian","Greater than 45","Low","Male",2,0,1,0,0,"2013-09-15 01:38:34","2013-12-21 04:45:56"
"2156",33,"F","African-American","25 - 45","Low","Male",14,-1,4,1,1,"2014-01-18 09:19:00","2014-01-19 08:18:53"
"2157",35,"F","African-American","25 - 45","High","Male",8,0,8,1,0,"2013-03-02 02:57:33","2013-10-27 05:59:54"
"2158",25,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2014-03-25 06:30:51","2014-03-26 01:51:19"
"2159",25,"F","African-American","25 - 45","Low","Male",0,0,3,0,0,"2013-02-06 03:18:44","2013-02-06 07:56:34"
"2160",53,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-11-04 02:03:04","2013-11-08 09:12:49"
"2161",41,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-02 04:53:44","2013-11-03 12:58:20"
"2162",24,"F","Caucasian","Less than 25","Low","Male",1,0,3,0,0,"2013-09-27 04:19:07","2013-09-27 08:59:08"
"2163",23,"M","Caucasian","Less than 25","Low","Male",0,-1,4,0,0,"2013-12-25 01:48:57","2013-12-26 01:13:22"
"2164",42,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-22 01:03:43","2013-05-23 04:44:30"
"2165",32,"M","African-American","25 - 45","Low","Female",3,-1,4,0,0,"2014-03-08 08:03:14","2014-03-09 12:18:14"
"2166",40,"F","African-American","25 - 45","Low","Male",13,-1,3,0,0,"2013-09-24 07:30:04","2013-09-25 08:13:07"
"2167",27,"F","African-American","25 - 45","Low","Male",2,0,4,0,0,"2013-03-28 01:22:58","2013-03-28 08:31:54"
"2168",32,"M","African-American","25 - 45","Low","Male",1,-1,2,1,1,"2013-04-06 05:35:58","2013-04-10 05:02:49"
"2169",29,"F","Caucasian","25 - 45","Low","Male",2,-1,3,0,0,"2013-08-18 08:19:55","2013-08-22 03:45:12"
"2170",49,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-01-03 02:58:10","2013-01-03 07:35:13"
"2171",50,"F","Caucasian","Greater than 45","Low","Male",0,-2,1,0,0,"2014-02-02 05:06:04","2014-02-04 12:04:14"
"2172",28,"F","Caucasian","25 - 45","Low","Female",1,-1,3,1,0,"2013-02-01 10:36:23","2013-02-11 06:46:31"
"2173",25,"M","African-American","25 - 45","Low","Male",0,0,3,1,1,"2014-12-10 01:56:11","2014-12-10 08:00:57"
"2174",25,"M","African-American","25 - 45","Low","Male",4,-1,3,1,1,"2014-11-18 07:32:19","2014-11-27 08:30:00"
"2175",45,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0,"2013-02-24 11:48:29","2013-02-25 06:52:51"
"2176",37,"F","Other","25 - 45","Low","Male",2,-1,1,0,0,"2013-03-17 11:28:06","2013-04-15 11:25:52"
"2177",24,"M","Hispanic","Less than 25","Low","Male",0,-1,3,0,0,"2014-03-21 09:50:03","2014-03-23 09:11:20"
"2178",40,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,0,"2013-03-22 11:22:26","2013-03-24 05:59:53"
"2179",33,"F","Hispanic","25 - 45","Low","Female",0,-2,1,0,0,"2013-06-02 04:46:03","2013-06-03 02:11:03"
"2180",53,"F","Hispanic","Greater than 45","Low","Male",18,0,1,0,0,"2013-09-06 03:05:03","2013-09-07 05:14:11"
"2181",55,"M","Hispanic","Greater than 45","Low","Male",0,-7,1,0,0,"2014-03-19 11:32:30","2014-03-25 06:06:45"
"2182",30,"F","Other","25 - 45","Medium","Male",6,-1,7,1,1,"2013-10-24 07:05:58","2013-11-11 02:16:33"
"2183",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-06 11:16:06","2013-12-07 07:45:33"
"2184",23,"F","African-American","Less than 25","Low","Female",1,-6,4,0,0,"2013-02-27 09:17:36","2013-02-28 07:44:18"
"2185",32,"F","Caucasian","25 - 45","Low","Male",2,0,1,0,0,"2013-05-29 04:36:00","2013-05-30 04:49:03"
"2186",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0,"2013-09-08 01:42:14","2013-09-21 04:20:31"
"2187",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2013-08-08 01:54:57","2013-08-09 08:15:00"
"2188",47,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,0,0,"2014-02-19 05:36:32","2014-02-21 04:14:33"
"2189",28,"F","African-American","25 - 45","Low","Male",5,-1,4,0,0,"2013-08-09 10:07:19","2013-09-13 07:58:19"
"2190",34,"M","African-American","25 - 45","Low","Male",4,-1,2,0,0,"2014-02-11 09:02:44","2014-02-12 08:26:32"
"2191",65,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-22 04:53:05","2013-02-23 04:06:29"
"2192",23,"M","Caucasian","Less than 25","Low","Female",0,-1,3,0,0,"2013-03-23 09:45:20","2013-03-24 06:30:07"
"2193",44,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,0,"2014-01-25 02:52:12","2014-01-26 02:01:51"
"2194",24,"M","African-American","Less than 25","Medium","Male",1,-1,5,0,0,"2013-01-21 11:07:10","2013-01-22 01:58:45"
"2195",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-11-30 06:59:05","2013-12-01 12:41:20"
"2196",39,"F","Caucasian","25 - 45","Low","Male",6,-1,2,0,0,"2013-09-16 04:22:28","2013-09-17 01:52:57"
"2197",24,"F","Caucasian","Less than 25","Low","Male",1,-5,4,0,0,"2013-11-28 09:36:08","2013-11-29 01:37:48"
"2198",31,"F","African-American","25 - 45","Medium","Male",11,0,7,1,1,"2014-08-27 12:36:35","2014-08-27 01:58:47"
"2199",35,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0,"2013-12-22 07:28:40","2013-12-23 01:00:39"
"2200",30,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-06 07:43:48","2013-12-07 05:08:06"
"2201",39,"F","African-American","25 - 45","Low","Female",4,-3,1,0,0,"2013-08-02 05:56:52","2013-08-05 11:16:27"
"2202",51,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-05 03:53:47","2013-10-06 08:40:20"
"2203",22,"F","Caucasian","Less than 25","Medium","Male",1,-1,5,0,0,"2013-05-15 10:31:31","2014-01-07 05:52:28"
"2204",29,"F","Caucasian","25 - 45","Low","Male",2,-24,3,0,0,"2013-10-15 09:16:10","2013-11-07 08:56:00"
"2205",33,"M","Caucasian","25 - 45","Low","Male",3,-16,3,1,1,"2013-03-03 11:33:17","2013-03-15 06:19:23"
"2206",54,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-20 08:56:34","2013-03-20 07:19:46"
"2207",48,"F","African-American","Greater than 45","Low","Male",10,0,1,0,0,"2013-10-01 05:10:48","2014-03-25 08:17:12"
"2208",23,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-11-23 05:23:08","2013-11-26 09:28:08"
"2209",23,"F","Caucasian","Less than 25","Medium","Male",2,-1,6,1,1,"2013-09-18 08:45:23","2013-10-03 12:14:36"
"2210",47,"M","Asian","Greater than 45","Low","Male",1,0,1,0,0,"2013-10-13 02:20:11","2013-10-14 07:54:28"
"2211",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-05-01 07:59:10","2013-05-03 09:30:47"
"2212",48,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0,"2014-02-24 10:00:14","2014-02-25 09:19:31"
"2213",50,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0,"2013-03-27 09:19:27","2013-04-10 10:26:19"
"2214",49,"F","African-American","Greater than 45","Low","Male",13,-1,2,0,0,"2013-01-31 08:34:57","2013-02-01 01:50:18"
"2215",58,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,0,0,"2014-02-20 07:21:42","2014-02-25 08:15:11"
"2216",31,"F","African-American","25 - 45","Medium","Male",6,0,6,0,0,"2013-10-11 04:20:25","2013-10-11 08:02:17"
"2217",23,"M","African-American","Less than 25","Medium","Male",1,-1,5,0,0,"2013-11-12 01:26:14","2013-11-13 01:00:19"
"2218",33,"F","Other","25 - 45","Low","Male",0,-1,2,1,1,"2013-01-02 10:07:28","2013-03-27 01:38:36"
"2219",57,"F","Caucasian","Greater than 45","Low","Male",6,-23,2,0,0,"2013-09-02 03:00:19","2013-09-03 07:50:44"
"2220",31,"M","Caucasian","25 - 45","Low","Female",0,-3,2,0,0,"2013-12-13 09:11:19","2013-12-14 03:44:07"
"2221",57,"F","African-American","Greater than 45","Low","Male",19,-1,1,0,0,"2013-05-18 08:31:01","2013-05-21 12:47:29"
"2222",57,"M","Caucasian","Greater than 45","Low","Male",12,0,1,0,0,"2013-11-11 02:40:13","2013-11-14 09:18:15"
"2223",45,"F","African-American","Greater than 45","Low","Male",11,-1,3,0,0,"2013-12-14 09:06:52","2013-12-15 08:50:15"
"2224",42,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-12-15 06:01:30","2013-12-15 08:40:14"
"2225",48,"F","Other","Greater than 45","Low","Male",7,-1,2,0,0,"2013-05-14 06:11:09","2013-05-15 02:02:18"
"2226",28,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-12-01 11:59:34","2013-12-02 09:37:16"
"2227",25,"M","African-American","25 - 45","Low","Male",1,-1,3,1,1,"2013-04-26 03:45:27","2013-04-27 07:36:12"
"2228",34,"M","Caucasian","25 - 45","Low","Female",3,-1,2,0,0,"2013-08-04 09:41:27","2013-08-14 10:01:13"
"2229",27,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2013-12-12 02:19:40","2013-12-13 02:51:00"
"2230",39,"F","African-American","25 - 45","Low","Male",4,0,2,0,0,"2013-10-07 04:26:58","2013-11-16 08:34:09"
"2231",27,"F","African-American","25 - 45","Medium","Male",4,-1,6,1,1,"2013-11-24 12:20:22","2014-01-14 08:48:27"
"2232",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,1,"2014-05-24 08:49:20","2014-05-25 08:41:34"
"2233",27,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-08-20 10:24:22","2013-08-21 07:44:13"
"2234",29,"F","African-American","25 - 45","Low","Male",4,-1,2,1,0,"2013-10-09 04:48:19","2013-10-10 08:39:57"
"2235",27,"F","African-American","25 - 45","Low","Male",7,-1,4,0,0,"2013-08-23 11:30:37","2013-08-28 03:25:56"
"2236",24,"F","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0,"2013-12-31 05:48:21","2014-01-02 03:47:34"
"2237",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0,"2013-09-10 10:25:50","2013-09-11 01:42:53"
"2238",23,"F","Caucasian","Less than 25","Low","Female",0,-1,3,0,0,"2013-11-21 02:57:55","2013-11-21 09:38:19"
"2239",48,"M","African-American","Greater than 45","Low","Female",0,0,1,0,0,"2013-01-02 02:49:09","2013-01-02 07:16:44"
"2240",41,"F","Caucasian","25 - 45","Low","Female",3,-1,2,0,0,"2013-08-20 06:27:59","2013-08-21 09:19:32"
"2241",22,"F","Caucasian","Less than 25","Low","Female",2,-1,4,0,0,"2013-12-19 08:49:18","2013-12-20 07:52:14"
"2242",32,"F","African-American","25 - 45","Low","Male",7,-1,1,0,0,"2014-03-23 09:07:04","2014-03-24 02:30:02"
"2243",44,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-10-27 03:36:19","2013-10-29 04:11:32"
"2244",60,"M","African-American","Greater than 45","Low","Male",3,-1,1,0,0,"2013-12-14 11:18:05","2013-12-15 08:36:52"
"2245",49,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-13 12:43:40","2013-02-13 07:55:01"
"2246",30,"M","African-American","25 - 45","Medium","Male",10,0,5,1,1,"2013-09-18 03:06:31","2013-09-20 01:52:58"
"2247",52,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-15 03:54:42","2013-01-16 04:51:43"
"2248",34,"F","African-American","25 - 45","High","Male",0,-1,9,0,0,"2014-01-12 09:56:37","2014-01-14 01:14:37"
"2249",55,"F","African-American","Greater than 45","Low","Male",5,-1,1,1,1,"2013-05-10 11:31:10","2013-05-14 01:32:21"
"2250",33,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,0,"2013-02-18 06:09:43","2013-02-19 01:30:31"
"2251",27,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-05-01 05:32:30","2013-05-02 12:23:41"
"2252",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-18 03:40:20","2013-06-11 01:18:17"
"2253",26,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2014-02-04 03:22:51","2014-02-06 09:10:51"
"2254",29,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-02-10 08:16:13","2013-02-12 05:23:27"
"2255",32,"M","African-American","25 - 45","Low","Male",1,0,4,0,0,"2013-02-25 06:09:27","2013-02-25 07:08:19"
"2256",37,"M","Caucasian","25 - 45","Low","Male",4,0,1,0,0,"2013-02-09 12:56:56","2013-02-10 08:05:29"
"2257",31,"F","African-American","25 - 45","Medium","Male",15,0,7,0,0,"2013-02-24 02:24:03","2013-06-08 03:36:28"
"2258",31,"F","African-American","25 - 45","Low","Male",6,0,2,0,0,"2013-04-06 05:10:18","2013-05-17 06:20:04"
"2259",36,"F","Caucasian","25 - 45","Low","Female",2,-1,3,0,0,"2013-11-12 12:13:54","2013-11-14 09:49:20"
"2260",37,"F","African-American","25 - 45","Low","Female",1,-11,1,0,0,"2014-02-13 01:39:00","2014-02-22 01:33:17"
"2261",34,"M","Caucasian","25 - 45","Low","Male",5,-1,4,1,1,"2013-04-19 03:20:12","2013-04-25 05:18:59"
"2262",45,"F","African-American","Greater than 45","Low","Female",1,-4,1,0,0,"2013-06-17 11:22:11","2013-06-20 09:23:01"
"2263",70,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-03 05:55:08","2013-03-04 07:31:12"
"2264",23,"F","African-American","Less than 25","High","Male",4,-1,9,0,0,"2014-01-14 03:17:08","2014-01-17 03:58:38"
"2265",27,"M","Caucasian","25 - 45","Low","Male",5,-12,3,0,0,"2013-12-21 05:45:16","2013-12-23 06:49:08"
"2266",26,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2013-02-25 09:12:24","2013-02-26 06:38:57"
"2267",23,"M","Caucasian","Less than 25","Low","Female",2,-1,4,0,0,"2013-03-06 09:57:15","2013-03-07 07:12:13"
"2268",46,"F","Caucasian","Greater than 45","Low","Female",1,-1,1,1,0,"2013-01-13 01:54:20","2013-02-07 08:44:30"
"2269",27,"F","African-American","25 - 45","Low","Female",1,0,4,0,0,"2013-05-08 10:06:06","2013-06-04 06:24:40"
"2270",45,"F","Caucasian","Greater than 45","Low","Male",7,-1,2,0,0,"2013-02-20 05:56:15","2013-02-21 07:41:49"
"2271",42,"M","African-American","25 - 45","Low","Male",1,-12,2,0,0,"2013-10-09 12:43:56","2013-10-17 09:27:59"
"2272",49,"F","Caucasian","Greater than 45","Low","Male",3,0,2,0,0,"2013-09-24 02:46:20","2013-09-24 07:16:50"
"2273",29,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,0,"2013-10-14 05:56:17","2013-10-14 02:00:55"
"2274",52,"F","Caucasian","Greater than 45","Low","Female",1,-8,1,0,0,"2013-10-08 04:39:44","2013-10-11 10:06:11"
"2275",37,"M","Hispanic","25 - 45","Low","Male",4,0,1,1,1,"2014-02-03 03:30:54","2014-02-04 04:02:26"
"2276",26,"M","African-American","25 - 45","Low","Male",1,-1,4,1,0,"2013-03-17 01:16:50","2013-03-24 03:44:00"
"2277",47,"F","Hispanic","Greater than 45","Low","Male",1,-27,1,0,0,"2013-12-27 08:28:22","2014-01-13 09:12:03"
"2278",25,"F","African-American","25 - 45","Medium","Male",1,0,6,0,0,"2013-01-11 12:35:37","2013-01-11 01:14:09"
"2279",21,"F","African-American","Less than 25","High","Male",1,-1,9,1,1,"2014-07-27 08:09:50","2014-08-02 04:56:49"
"2280",48,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-03-30 03:01:12","2013-03-31 06:57:38"
"2281",24,"F","Other","Less than 25","Low","Female",0,-1,3,0,0,"2013-12-16 08:36:34","2013-12-17 09:48:55"
"2282",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,1,1,"2013-04-19 11:29:08","2013-04-20 01:45:16"
"2283",38,"M","Caucasian","25 - 45","Low","Male",2,0,1,0,0,"2013-01-22 02:44:16","2013-02-19 08:46:07"
"2284",54,"M","Other","Greater than 45","Low","Male",2,-1,1,0,0,"2013-10-21 09:41:20","2013-10-22 08:05:35"
"2285",24,"F","Hispanic","Less than 25","Low","Male",1,0,4,0,0,"2013-01-21 11:48:52","2013-02-01 08:09:36"
"2286",44,"M","Caucasian","25 - 45","Low","Female",0,-1,1,1,1,"2013-04-07 09:28:33","2013-04-08 08:23:11"
"2287",64,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-29 11:55:33","2013-10-30 08:18:51"
"2288",45,"M","Other","Greater than 45","Low","Female",0,-1,1,0,0,"2013-08-18 09:01:18","2013-08-19 08:01:53"
"2289",49,"F","African-American","Greater than 45","Medium","Male",1,-1,6,0,0,"2013-10-09 04:35:47","2013-10-14 09:00:33"
"2290",33,"M","Asian","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-01 11:10:20","2014-03-02 07:53:27"
"2291",44,"F","Hispanic","25 - 45","Low","Male",2,-1,1,0,0,"2013-03-28 05:17:58","2013-03-29 09:19:00"
"2292",51,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0,"2013-09-09 08:22:20","2013-09-12 08:28:20"
"2293",50,"F","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-01-27 03:37:16","2013-01-28 02:50:27"
"2294",33,"M","Caucasian","25 - 45","Low","Male",2,-22,2,0,0,"2013-09-19 09:34:52","2013-10-11 06:19:13"
"2295",54,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2014-01-15 02:16:34","2014-02-14 01:29:00"
"2296",34,"F","Caucasian","25 - 45","Low","Male",3,-1,1,0,0,"2013-10-22 09:14:51","2013-10-23 11:28:30"
"2297",21,"F","African-American","Less than 25","High","Male",1,-1,8,1,1,"2013-01-16 04:32:53","2013-01-17 07:40:18"
"2298",33,"F","African-American","25 - 45","Low","Male",5,0,2,0,0,"2013-10-05 12:47:51","2013-10-05 07:14:01"
"2299",32,"M","African-American","25 - 45","Low","Male",9,-1,4,1,1,"2013-01-23 08:51:29","2013-02-15 09:20:28"
"2300",45,"M","Caucasian","Greater than 45","Low","Male",1,0,1,0,0,"2014-01-01 03:58:45","2014-01-02 12:15:31"
"2301",29,"F","African-American","25 - 45","Medium","Female",0,-1,7,0,0,"2014-02-12 09:29:02","2014-02-14 05:18:35"
"2302",28,"F","African-American","25 - 45","Low","Female",0,-1,3,0,0,"2014-01-28 10:38:19","2014-01-29 02:13:39"
