Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Cat,2.0,Male,Gray,White,Unknown,Medium,Unknown,Yes,Yes,No,Healthy,400.0,"♥ Male, 8 weeks old, ash-gray lynx point with blue eyes. Father was a Ragdoll and mother is an American Curl (given up by previous owners while pregnant). ♥ Giorgio is a real looker, very soft and sweet! Loves looking up at things towering above him, will sometimes get on our laps for a better vantage point (he's also the ruler of our cat tree). A mix of calm observance and energetic toss-arounds, Giorgio is a tester of things much like his brother Markus. He's the most peaceful thing to observe when asleep, gets into all sorts of adorable positions! ♥ He's already had his first vaccination and deworming. Not fussy about kibble or wet food and is very clever with the litter box! ***IMPORTANT: Note For Potential Adopters*** - Giorgio must be kept INDOORS at all times. Apartments must be cat-safe. - He's been raised since birth on a grain-free healthy diet and this must be maintained (no Whiskas, Friskies, etc). Feel free to inquire if unsure, this is for any cat's long term well being. - Neutering is COMPULSORY and we will reject anyone who doesn't fit this requirement. There are far too many homeless kittens on the streets. If you feel that you may be just the right person for this boy, please drop me a message with details about yourself and your experience with cats (via WhatsApp or email). Thank you!",c6df6932d-9.jpg,American_Curl,False
Cat,5.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,My sister found this poor little kitten under her car and didn't have the heart to leave her there. We've named her Pretty. She's a little shy but she’s very sweet and loving once you get to know her.,4e09a22e0-2.jpg,Domestic_Short_Hair,True
Dog,1.0,Male,Black,Brown,White,Medium,No,No,No,No,Healthy,0.0,"Name of Pet: J-Male-01 Age: 1 month Breed: Mixed/Mongrel Gender: Male Location: Butterworth, Penang Contact: Fen Ying () Email: mddb.",27ab49f1a-1.jpg,Mixed_Breed,True
Cat,4.0,Male,Yellow,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,"Hi everyone ...good day! My name is Golden , I m a 4 months old male kitten.I am looking for someone who are willing to accept me as your family members n give me a place called HOME which I always dream for . I m playful n I m an expert in catching cicak (lizard) n cockroach =) I have been a stray since I was a baby,no one taking care of me n my other siblings.Thank god Annie fed us until now we are grown up. I wish to have a home which I always longer for . I promise I will be a very good kitty n always love u with all my heart. Please take me home n if your are interested please contact Annie (Ipoh)",48a3fe4ac-4.jpg,Domestic_Short_Hair,False
Cat,3.0,Female,Black,Brown,White,Small,No,No,Yes,No,Healthy,0.0,"About The Pet RESCUED STRAY KITTEN Newly rescued, about two weeks ago. Very quiet cat, doesn't meow much. She loves to play with the rope and cat toys. So far, she doesn't scratch and bite us as she is very tame. She has fluffy hair, and medium length fur Diet: Royal Canin Kitten Cat litter and pine wood trained. Very Disciplined. Has never poo-ed or pee-ed around so far. Only Serious Adopters :) -Please Whatsapp me for more photos of hers. TQ IF UR INTERESTED: Kindly contact us at' - Farah (Whatsapp, Call and SMS) ***Whatsapp is more preferable. We hope that you can be the new family for her. TQ P/s No delivery :) Please come to our house to have a look at her first, and only if ur interested, you can bring her home! :) (once you brought it home, but find it not suitable to you, you can return it to us) LOCATION : Taman Desa, Jln Klang Lama (5 mins from MidValley, 2 mins from Desa Waterpark) Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat as our cats are stray and rescued ones. We highly suggest the adopters to vaccinate the cats and to spay/neuter it once it reached its maturity to avoid more strays by the roadside. TQ",d072a58e5-1.jpg,Calico,True
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Active and adorable Commitment to spay her is compulsory Interested to adopt pls call me,e909c484a-4.jpg,Mixed_Breed,False
Dog,2.0,Female,Black,White,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"Pepper and her two brothers and mom were rescued mid October in Jalan Ipoh. They were trying to cross a street around 1 a.m. His mother is a small size terrier. The pups are likely to grow to medium to large size in maturity. Pepper is a very good natured affectionate puppy. She is black with whiskers of white on her body. Vaccination and neutering are COMPULSORY, cost to be borne by adopter. Please call if you have time to nurture a young puppy.",0c2549da5-1.jpg,Terrier,False
Cat,5.0,Female,Brown,Golden,Unknown,Small,Yes,Yes,Yes,No,Healthy,0.0,"She is very friendly and cute. Because I want to move, the new apartment can not raise a cat, no way can only give her a new owner. I hope you can take care about her.contact No Please message me. thank you !",040b028f1-3.jpg,Domestic_Short_Hair,True
Cat,12.0,Male,Golden,Gray,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Mugen is a very friendly and loving cat who needs a new home. We rescued him from the street when he was starving. Now he is a strong healthy cat who likes to play and cuddle with us. He is nice to all people and other cats. He is neutered and vaccinated. Free to a good home.,cc0eced0d-2.jpg,Domestic_Short_Hair,True
Cat,12.0,Female,Brown,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,I rescued Dibo few months ago and took her to vet. She pregnant and gave birth to 5 healthy kittens. 1 died last week and i gave 1 to my friend. I have 3 with me (boy and girl). I would like to search for better hand to take care oh this family due to my son got some alergy to cat.,1f4ebd382-4.jpg,Domestic_Medium_Hair,False
Cat,24.0,Female,Black,Cream,Unknown,Medium,Yes,No,Yes,Yes,Healthy,50.0,"This beautiful torbie (and white) girl for adoption Beautiful, sweet personality. Will literally beg for some lovin' & attention Loves hugs and headbutting About 1+ years & spayed. (1 cloudy eye)",0ce866a04-2.jpg,Domestic_Short_Hair,False
Cat,21.0,Male,Cream,Gray,White,Large,Unknown,Yes,Yes,No,Minor Injury,0.0,"Sultan is a loving stray cat that has recently been rescued.He was diagnosed with FeLV ( Feline Leukemia Virus), tho this is a serious viral disease Sultan is a strong cat and is in a state of fast recovery.He is quite a social cat and welcomes petting sessions, he has quite a big appetite and enjoys playing with headphone wires.",2d5eababe-1.jpg,Domestic_Long_Hair,False
Dog,36.0,Female,Brown,Cream,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Gracie is a gorgeous dog, abandoned by her owner, and needs to find a new home. She is shy with strangers but warms up quickly. Extremely loyal and a happy confident doggie. Very alert too but not noisy. She is good as a single dog. Vaccination and neutering cost to be borne by adopter. Please call if you can give her a new home.",53964c5d0-8.jpg,Golden_Retriever,False
Dog,7.0,Male,Brown,White,Unknown,Large,No,Yes,Yes,No,Healthy,0.0,Adopted from cousin. currently there is no sickness or injury and vaccinated. very active and playful dog.,7a5b854f0-1.jpg,German_Shepherd_Dog,True
Dog,2.0,Male,Brown,Golden,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,Little Bentley is a vibrant pup who likes people. This little boy is active and will make a good guard dog in the future. If you wish adopt please call. Rescued puppies always come from a sad background. Their mothers are always ahandoned and suffer a sad faith. Please give Bentley a place in your home and hearts,b00ce0fd0-2.jpg,Mixed_Breed,True
Dog,4.0,Female,Black,Yellow,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Ella was found very poorly and has been brought back to life, after having all the care she needed.. she is full vac and just about to be spayed.. she is loving and is great with kids...",245434d5d-1.jpg,Mixed_Breed,False
Cat,29.0,Male,Black,White,Unknown,Small,Yes,Yes,Yes,No,Healthy,0.0,Snow might not be a good hunter but he is the master in cuddling. He is a indoor cat and never been to outdoor except going to vet or boarding. Snow is litter trained and trained to let you cut his nails. He might struggle a bit but he wont scratch or bite. He is a lovely pet. I have to re-home him because I will leave this country. He is currently boarding in a pet shop near Damansara,36731724b-4.jpg,Domestic_Short_Hair,False
Cat,7.0,Female,Golden,Yellow,White,Small,Unknown,Yes,Yes,No,Minor Injury,0.0,"Katy is a flat faced persian cat. She is very manja and she purrs almost all the time! Very active and super adorable. With a very heavy heart, I have to let her go because I'm trying to concieve a baby :( However, Katy is on a special diet because she has intestinal problem which her stool will never be normal thus Katy's new owner has to be a caring and patient person who really loves cats.",3cafd9500-5.jpg,Persian,True
Dog,3.0,Female,Brown,White,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,Beautiful puppy wth beautiful eyes looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Amy,2716a01b4-1.jpg,Labrador_Retriever,False
Dog,2.0,Male,Black,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"He was abandoned by his owner at a temple, was rescued by my friends and I, he's perfectly healthy and he needs a tender and loving home.",4ae292968-3.jpg,Mixed_Breed,True
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Urgently seeking someone to foster this poor puppy, due to conditions at home rescuer cannot pet one more dog. It was found in front public bank taman mayang(PJ) & in bad conditions (biting by fleas & parasites). Please leave a message via whatsapp/ line / sms me if u can help.",bafa8c847-2.jpg,Mixed_Breed,False
Dog,2.0,Female,Black,White,Unknown,Large,No,Yes,Yes,Unknown,Healthy,0.0,"From my friend Vemal : i have bought a dog mix bread - Rottweiler mix with brazilian shepherd. female dog. Apparently she really uncomfortable at my flat house, because limited space. its a 2 month puppy, she's super activity. once she like someone, she will protect that person even though its puppy. she dont like cage, she like to be free. Hope she can find a forever lovely home, her name is Charlie. The only condition is need to be spay when she grow up on 6 months old. Pls make a call to Vemal for detail -",f65fe3e26-1.jpg,Rottweiler,True
Cat,5.0,Male,Golden,Yellow,White,Medium,No,Yes,Yes,No,Healthy,0.0,very active and healthy cat. quite aggresive and love to play around.,b16fae336-2.jpg,Domestic_Medium_Hair,False
Cat,3.0,Male,Black,White,Unknown,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"Rescued kitten for adoption, helping friend to post ad. Tq",19926213a-2.jpg,Domestic_Short_Hair,True
Cat,1.0,Male,Black,Gray,White,Medium,Yes,No,Yes,No,Healthy,0.0,"Introducing little Black Jack! ----------------------------------------------------- ♥ Male kitten, 6 weeks old, round-faced boy with a handsome marbled-coat. ♥ Curious character, not hyper nor too adventurous. Likes his own spots (for eating, sleeping, etc). ♥ Extremely ""manja"" and VERY vocal, will purr away during cuddle-time. He will ""talk"" and tell you without fail just how much he adores you! :) ♥ Clever with the litter-box. Dewormed (once) and given flea prevention. Currently too young to be vaccinated. ----------------------------------------------------- ***PLEASE READ*** (NOTE FOR ADOPTERS): ♥ Black Jack must be kept INDOORS at all times (if apartments, must be cat-proofed). ♥ Adopters must agree to NEUTER him at the right age (please inquire regarding fee). ♥ Premium food feeding only (no Whiskas, Friskies etc). ----------------------------------------------------- Please drop me an email or call if you feel that you may be just the right person to take this boy home. Thank you! :)",b1cb5d0ec-3.jpg,Bengal,True
Dog,1.0,Female,Black,Brown,Unknown,Small,Yes,No,No,Unknown,Healthy,0.0,"Hello People! My name is ANGEL. Im 1month babe n young girl with full of love, life, and super cute girl. Im currently being fosterer by some way cool people because someone dumped me infront of my fosterer house field. But now im looking for a super cool forever home who can give me unconditional love. If you are interested on me, please do call my friend on this number. YAMUNA",6f3f2899c-1.jpg,Mixed_Breed,False
Cat,6.0,Male,White,Unknown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Ketot is a friendly 6 months old kitten. I rescued him in the rain when he was about a month old. He was very tiny when i found him and that's how he got his name. Very active and playful and healthy. He is litter-trained. He has a very short hair. For interested adopter who would like to give Ketot a new home, you can tex me if you would like to view Ketot. I'm staying in Seputeh, KL. Thanks.",35203bd2a-2.jpg,Tabby,True
Dog,1.0,Female,Brown,Cream,White,Medium,No,Yes,No,No,Healthy,40.0,Adoption fee charges will be rm40 for her first vaccination jap as she is vaccinated for her first jap. Any other donations are encouraged for the use of our shelter(MERCY PERAI) but its up to the adopter (not compulsary). This pup is rescued from the streets and she is vry playful and friendly to everyone. can go along with kids or anyone.,db8a8df8a-1.jpg,Mixed_Breed,False
Dog,12.0,Female,Brown,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"She has been spayed, active, have a sweet face, small size and has some simple training.",dd0d78496-1.jpg,Mixed_Breed,False
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If you are interested to adopt pls contact Amy,7993a02ee-3.jpg,Mixed_Breed,False
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Pinky has been adopted. Thank you!,132a28bc9-3.jpg,Mixed_Breed,True
Cat,9.0,Female,Brown,Yellow,White,Small,Unknown,Yes,Yes,No,Minor Injury,0.0,"Cat to let go for FREE!!! - female, mix breed, 9 month old - Fully vaccined but not yet neutered - White with mild brown and grey spots - Almost semi flat face - Will let her go with a 2-tier cage and a small litter tray for free - Have some issue regarding her urination. too lazy to go to the litter box herself, need to put her in. however, if she's in the cage, she'll do fine.. - pm, sms, whatsapp :",f1f4773bf-3.jpg,Persian,True
Dog,1.0,Female,Black,Brown,Golden,Small,No,No,No,No,Healthy,0.0,got it from kapar.very cute n active....,44930f85a-1.jpg,Mixed_Breed,False
Dog,53.0,Male,Brown,Cream,Unknown,Small,No,Yes,Yes,Unknown,Healthy,0.0,"Very playful and adorable dog. Raised him since puppy. Healthy, kids friendly, animal friendly and able behave like a guard dog at home. The fur will grow back soon. I recently shave it.",3086dc257-1.jpg,Poodle,True
Cat,12.0,Male,Yellow,White,Unknown,Large,Unknown,Unknown,Yes,Yes,Healthy,0.0,"Found this gorgeous cat on Monday night ( / )at McDonald Bandar Sri Damansara ( The one that near Sekolah Sri Bestari ) . He is approx. 1 year old + , approx. 4KG .Just after a minor operation on it's left front paw and it's now fully recover. He is yet to take a vaccine by next week. I am feeding him with RC indoor adult 27. Yellow is a lovely cat who likes to cuddle a lot,""soft spoken"" friendly most of the time( sometimes fierce tho), might be a little shy and afraid of people at the beginning.His favorite is sleeping and cuddling ! I am looking for someone who can provide yellow not only with a fully indoor environment but also a lot of patient and caress. Kindly call or e-mail if you are interested to adopt Yellow. Thank you.",0b15f3794-8.jpg,Domestic_Long_Hair,False
Dog,2.0,Male,Black,Brown,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,Lucky is one of the puppies that I rescued at Bukit Puchong. Four of them running on the road and stayed in the hole of water rain flow from road. I picked them home and hope that they can find a forever home. Lucky is the only male dog because another male dog had been adopted by people. adoption fee RM50 as their vaccination & dewormed The fee I collected can be used to save other stray dogs and provide them medical fee such as vaccine etc.,e72120027-1.jpg,Mixed_Breed,True
Dog,13.0,Female,Black,Gray,White,Medium,No,Yes,Yes,Yes,Healthy,0.0,Toto is just over a year. She was found injured on a highway. But she's a fighter and now healthy and active. She has then been dewormed and vaccinated and given frontline and ready to be adopted as part of your family. Call Susan -,3ef9ac2a6-2.jpg,Schnauzer,False
Cat,15.0,Male,Brown,Cream,White,Large,No,Yes,Yes,Yes,Healthy,0.0,"Ebie was abandoned at our office corridor. He was cold, wet and shivering. We took him in, neutered and fostered him while waiting for his adopter to be ready. Alas, the adoption didn't work out due to adopter's daughter's allergy to fur. Ebie has then been living with us for almost a year. But our alpha cat is still unable to accept him. It breaks our heart to see him sad and trying hard to gain the alpha cat's interest. If there is a better home for Ebie, we would love to see him happier there. To spend some time with Ebie, please give me a call.",888116751-1.jpg,Persian,True
Cat,5.0,Female,Brown,White,Unknown,Small,Yes,No,No,No,Healthy,100.0,"Adoption conditions: 1. Regular vaccination 2. keep indoor 3. Can't keep in the cage long time 4. must be given proper care and food 5. You must have the economic ability to cope with future medical expenses and cats daily expenses. 6. Recent regularly update kitty to me know 7. If you can not continue to take care the cat in the future,u must return it to me 8. The adopter must sign an adoption agreement",e811cd880-2.jpg,Domestic_Short_Hair,False
Dog,3.0,Female,Black,Brown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"3 month old Misha was rescued off the streets when she faced the danger of being knocked down by vehicles! Izzy is so cute that you wont want to miss this golden opportunity to call her your own. If you wish to adopt, please call. Viewing available in Puchong",bb5917ca8-2.jpg,Mixed_Breed,True
Cat,9.0,Female,Yellow,White,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,she is very shy..adventures and independent..she just hates cages..but loves climbing trees and rooftops..however she is very loving.,e4da1c9e4-1.jpg,Domestic_Short_Hair,False
Dog,2.0,Female,Yellow,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,20.0,Connie is alert and playful. Very friendly with people.,a662f1d7e-1.jpg,Mixed_Breed,False
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,For Adoption,4128e8e80-1.jpg,Mixed_Breed,True
Dog,2.0,Male,Black,Unknown,Unknown,Small,Yes,Yes,Yes,Unknown,Healthy,0.0,A dog loves you more than he loves himself,a462b563c-2.jpg,Mixed_Breed,True
Dog,4.0,Female,White,Unknown,Unknown,Small,Yes,No,No,No,Healthy,0.0,"They are very friendly and sweet dogs and bonding with other people and dogs should come easily, as it did with me. Very energetic, intelligent and friendly with children and people.",373b98352-1.jpg,Mixed_Breed,False
Dog,3.0,Male,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"BoBo boy was found roaming around the field behind my house. He was alone, skinny and hungry. My neighbour took him and taking care of him now. She has another 3 big one to handle. So we are hoping for BoBo to get a home. If u wish to adopt him please call me.",df59dd59f-1.jpg,Mixed_Breed,True
Dog,84.0,Female,Cream,White,Unknown,Medium,No,Yes,Yes,Unknown,Healthy,0.0,"From rescuer~Recently found a 7-8 years old, mix breed, white doggy at Kuchai Enterprenuer Park. This is a very obediance dog. We suspect that it might be a lost dog. The dog is now with one of the vet at Kuchai Enterprenuer Park. Please contact Jev Yeoh at if u r willing to give Lucky a home.thanks.",ecb3e47a6-4.jpg,Mixed_Breed,False
Dog,2.0,Female,Cream,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Rescued by Ms Rebecca. Female-2mths+. She can eat dry puppy food and rice mix with chicken meat. Done 1st vaccinated and dewormed on 26/2/18. Open for Malaysia citizen only. Hope an animal lover can give her a good home.,8f31c806f-4.jpg,Mixed_Breed,True
Cat,7.0,Male,Gray,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,100.0,tom is an active cat..he loves to byte..sometimes it hurts but sometimes it doesnt..i need to put a price because he had alreaddy been castreate or mandul..he didnt go out from the house..his very cute n charming..his fur was very soft n shining.. his fur doesnt fall..he love to eat n love to sleep..hope u guys really want to adopt him..tom nie suka main gigit2..die suka kejar n gigit kaki org..sakit 2 mmg sakit tapi nama pon kucing..,be2119ed0-9.jpg,Domestic_Medium_Hair,False
Dog,3.0,Female,Black,Cream,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Nera will be at the Malaysian Dogs Deserve Better adoption drive at The Summit USJ this Sunday, 13 Sept. Please visit and give the many puppies looking for a home a chance, read here for more details: Nera was found wandering at a cross junction late at night in Ara Damansara oblivious to the cars whizzing past dangerously. Now vaccinated and ready to go to a good home. Very playful and alert, will make a good guard dog as she already barks at strangers that walk past my house and has no fear of my grumpy older dog haha. Knows how to do her business on grass. Adopter must spay her when older and make sure the outside compound of the house is escape-proof. Due to her active and plucky nature she is more suited for outdoor living, but if you're experienced with housebreaking puppies keeping her indoors shouldn't be a problem. /09: For those curious about estimated size and age, the vet estimates Nera is between 2-3 months old. She currently measures approx 12"" tall at the withers and about 12"" long from shoulder to rump. Going by her current size she'll grow into at least a medium size dog. Her coat colour looks darker or lighter depending on the lighting - some pics were taken on a cloudy day and some in evening sun.",40156a896-4.jpg,Mixed_Breed,True
Dog,24.0,Male,Black,Unknown,Unknown,Medium,No,No,Yes,Yes,Healthy,0.0,we have 3 dog at home..need to give up 1 of that..so we need to give up this terrier,d08efa704-1.jpg,Silky_Terrier,True
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Milo is a healthy, and very sweet boy with very unique and amazing coloring. We have been taking care of him, his siblings and mother since the day they were born. Unfortunately the time has come we have to find a forever loving home for this sweet puppie. Are you ready to welcome Milo into your home, heart and life? Please call Bella or Helena.",df4354823-1.jpg,Mixed_Breed,True
Cat,29.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,90.0,"Opus (his temporary foster name) was found in my backlane and believed to be abandoned because he was new to the neighbourhood, bullied by established community cats and did not know how to look for food. Thus, I rescued and nursed him back to good health. His overly-friendly behaviour and insistence to stay indoors confirms my suspicion that he was previously an owned cat rather than a stray. Thus, it was best for him to be rehomed rather than released back outdoors where he won't survive. About Opus: - applied MONTHLY with Advocate (latest on 19 September ) to protect against fleas and heartworms. - His weight is 4.6kg as at 26 September . - NEUTERED on 29 June . - VACCINATED on 8 July . - MICROCHIPPED on 15 August . - Tested NEGATIVE for FeLV&FIV on 18 August . - Full blood test on 18 August which showed GOOD kidney and liver health. - fed with PREMIUM cat kibbles (Monge - 33% protein content). - drinks water from a bowl which is cleaned and refilled daily for his good health. - TOILET-TRAINED to use the litter box. His poo is solid and well-formed which is an indicator of good health & good bowel movement. - domesticated, overly friendly, very AFFECTIONATE and constantly seeking attention. The adopter must agree to the following conditions: 1) The cat must be kept indoors at all times. 2) Vaccinate him yearly to protect against diseases. 3) Apply spot-on medication (Advocate recommended) monthly to protect against ticks/fleas/ear mites/intestinal worms/heartworms. 4) The adoption fee of RM90 must be paid in full as it only partially covers the cost (total: RM!) of his neutering (RM60), microchipping (RM), FeLV&FIV test (RM) full blood test (RM) and vaccination (RM53). Your adoption fee will go to helping the next needy furkid. If you're interested to adopt Opus, please sent a message (via petfinder.my) and please share about yourself (Malaysian/expatriate? Working/student?), your place (eg If renting, landlord allows pets? If living with family/friends, do they agree to pets?) and your cat ownership experience.",29a08292f-8.jpg,Domestic_Short_Hair,True
Dog,96.0,Female,Golden,Unknown,Unknown,Large,No,Yes,Yes,Yes,Healthy,0.0,Truffle is in very healthy condition. A gentle giant who will give you a big bear hug. Love to be around human. We have to give her up for adoption due to relocation. Definitely love walking the owner and car rides. Current weight is 30kg.,c32ecd5bf-2.jpg,Golden_Retriever,True
Cat,2.0,Female,Gray,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,"The mommy cat we used to feed at my back yard has delivered 4 little babies, they are all very cute and healthy, let me know if you are interested to adopt, thanks, contact me at Eric",91ef9278d-3.jpg,Siamese,True
Dog,48.0,Female,Cream,White,Unknown,Small,Unknown,Yes,Yes,Unknown,Healthy,299.0,This maltase used to belong to a breeder. Then the breeder gave to me. However I am putting her in a cage most of the time. I believe she deserve a better owner which can love her more. We bath her regularly . She got a minor problem with her mouth. Gets dirty easily.,9e9a3285d-1.jpg,Maltese,False
Dog,1.0,Male,Black,Brown,White,Medium,Yes,Yes,Yes,No,Healthy,100.0,"Mylo is a SPCA shelter puppy who is currently being foster by me. As like all puppies he is fun, mischievous, and high on energy. He is currently living indoor with me, my dog and cat as he hates being alone in a place. He loves attention and is smart in knowing what he can and can not do (when taught). Mylo is a joyful pup and life never seems to be boring with him around. Mylo is free however the vaccination and neutering is not..:-) That is why there is a RM fee for Mylo's adoption as it covers the full course of his vaccination as well as the neutering when he is a little older.",dc56ff89a-1.jpg,Mixed_Breed,True
Dog,36.0,Male,Black,White,Unknown,Medium,Yes,No,No,Yes,Healthy,0.0,"This handsome black dog was found in a residential area in Ara Damansara. We can't find his owner and would like to put him for adoption. A good watchdog. Alert and very athletic. Hates being caged up or tied up for too long. Enjoys his daily walks for his pee and poo. Suitable for those who want a mature independent dog. Neutered, cost to be borne by adopter. Please give this good boy a home.",94dc821ee-5.jpg,Mixed_Breed,False
Cat,1.0,Female,Black,Brown,Yellow,Small,Yes,No,No,No,Healthy,0.0,rescued kitten for adoption.need to feed via syringe.prefer someone who is always wt the kitten as need to feed every 2-3 hours or so.must love cats and able to take them for deworming..vaccination amd neutering when time comes.two kittens are available.if you culd adopt both together that would be great.thanks,d23a8d771-1.jpg,Domestic_Short_Hair,False
Dog,24.0,Male,Golden,Cream,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,80.0,"Ara needs a forever home! Believe me, he's a really sweet guy! Here's his story: Ara was found along Jalan Cempaka in Kg Sg Kayu Ara on 18th April, , with a wire cable wrapped tightly around his left hind leg. It had cut almost to the bone and rendered the leg useless. He was rescued and taken to a vet. Thankfully, as Ara was rescued early enough, there was no infection and the leg was saved. It is now almost healed and there does not appear to be any long-term damage to it. In fact, Ara is now able to put his weight on the leg and run, jump (he is an amazing jumper!), and play just like any other dog. Ara was at a fosterer’s since 21st April, , but his resources are stretched as he has his own dog. Therefore, he has since been sent to PAWS Animal Welfare Society on 3rd June . Between the vet and the fosterer, Ara’s mild case of tick fever was also addressed. We urge any kind soul to adopt Ara and bring him home with you. He's a well-mannered and friendly dog with a penchant for playing with balls and shuttlecocks. He is easy to bathe and walk and is good with children, including young ones. From his behaviour and mannerisms, Ara was likely someone else’s pet before, but he is also very street smart now, no doubt due to his time as a stray. Please give Ara a home if you can. We really hope he doesn’t have to go back to being a stray. Thank you for your consideration, and please share! You may visit him at PAWS. Please quote his tag number as listed next to his name at the top of this page to the staff at PAWS. PAWS Animal Welfare Society Pilmoor Estate, Subang Airport Road, Subang, Selangor, Malaysia",41e824cbe-7.jpg,Mixed_Breed,False
Cat,1.0,Male,Gray,Unknown,Unknown,Small,No,No,No,No,Minor Injury,0.0,"KECIK was found at the night market near my place (UPTOWN D'KOTA) i saved him from a boy who's trying to hurt him. He was small n was obviously dumped by his owner. KECIK's condition was quite bad - skin prob, fungal n crusts all over d body.. bloated tummy caused by worms.. took KECIK to d vet 2 times.. now recovering..",80599c4f4-5.jpg,Domestic_Medium_Hair,False
Cat,48.0,Female,Gray,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Tangtang, 4 Years old female Cat needs a loving home. She is gentle, playful and friendly. If you can be a responsible owner, Please do not hesitate to contact me.",0ea337520-5.jpg,Domestic_Short_Hair,False
Dog,1.0,Male,Black,Brown,Unknown,Medium,No,Yes,Unknown,No,Healthy,0.0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Amy,dd0b58409-1.jpg,Mixed_Breed,True
Dog,12.0,Female,Black,Brown,White,Medium,Yes,Unknown,Unknown,Yes,Healthy,0.0,"Bingo was found in subang jaya area and has not been claimed by anyone. I am unable to keep her as I have a cat. Someone has kindly offered her a temporary shelter, however she needs her forever home. A very loving 'smiley' pet.",af86d93ba-2.jpg,Mixed_Breed,False
Cat,9.0,Female,Black,Yellow,White,Medium,No,Yes,Yes,No,Healthy,0.0,"Her name is Sphinx. I found her 3 months ago beside a drain in a state of hunger and sickly. She was about six months old. I immediately took her home, cleaned her and regularly take her to the vet. I fed her good quality food and supplements. As you can see she has turned into a beautiful cat. She is litter-trained and very obedient. I cannot keep her because I already have two adults cats who are very possessive.",e2daa33db-4.jpg,Calico,True
